SK_ID_CURR,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_TYPE_SUITE,CNT_CHILDREN,NAME_FAMILY_STATUS,OCCUPATION_TYPE,NAME_EDUCATION_TYPE,ORGANIZATION_TYPE,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_ANNUITY,NAME_HOUSING_TYPE,DAYS_LAST_PHONE_CHANGE,AMT_CREDIT,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100014,N,Y,112500.0,Working,Unaccompanied,1,Married,Core staff,Higher education,Medicine,0,Cash loans,F,21177.0,House / apartment,-844.0,652500.0,652500.0,0.0228,-10197,-679,-4427.0,-738,,1,1,0,1,0,0,3.0,2,2,SATURDAY,15,0,0,0,0,0,0,0.3197601716755030,0.6518623334244780,0.363945238612397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
100015,N,Y,38419.155,Pensioner,Children,0,Married,,Secondary / secondary special,XNA,0,Cash loans,F,10678.5,House / apartment,-2396.0,148365.0,135000.0,0.015221,-20417,365243,-5246.0,-2512,,1,0,0,1,1,0,2.0,2,2,FRIDAY,7,0,0,0,0,0,0,0.7220444501416450,0.5551831615131810,0.6528965519806540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100016,N,Y,67500.0,Working,Unaccompanied,0,Married,Laborers,Secondary / secondary special,Business Entity Type 2,0,Cash loans,F,5881.5,House / apartment,-2370.0,80865.0,67500.0,0.031329,-13439,-2717,-311.0,-3227,,1,1,1,1,1,0,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,0.4648311169632830,0.7150418188660660,0.1766525794312140,0.0825,,0.9811,,,0.0,0.2069,0.1667,,0.0135,,0.0778,,0.0,0.084,,0.9811,,,0.0,0.2069,0.1667,,0.0138,,0.081,,0.0,0.0833,,0.9811,,,0.0,0.2069,0.1667,,0.0137,,0.0792,,0.0,reg oper account,block of flats,0.0612,,No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
100017,Y,N,225000.0,Working,Unaccompanied,1,Married,Drivers,Secondary / secondary special,Self-employed,0,Cash loans,M,28966.5,House / apartment,-4.0,918468.0,697500.0,0.016612000000000000,-14086,-3028,-643.0,-4911,23.0,1,1,0,1,0,0,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,,0.5669066132460430,0.7700870700124130,0.1474,0.0973,0.9806,0.7348,0.0582,0.16,0.1379,0.3333,0.375,0.0931,0.1202,0.1397,0.0,0.0,0.1502,0.101,0.9806,0.7452,0.0587,0.1611,0.1379,0.3333,0.375,0.0952,0.1313,0.1456,0.0,0.0,0.1489,0.0973,0.9806,0.7383,0.0585,0.16,0.1379,0.3333,0.375,0.0947,0.1223,0.1422,0.0,0.0,reg oper account,block of flats,0.1417,Panel,No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100018,N,Y,189000.0,Working,Unaccompanied,0,Married,Laborers,Secondary / secondary special,Transport: type 2,0,Cash loans,F,32778.0,House / apartment,-188.0,773680.5,679500.0,0.010006000000000000,-14583,-203,-615.0,-2056,,1,1,0,1,0,0,2.0,2,1,MONDAY,9,0,0,0,0,0,0,0.7219397686622340,0.6426562048311100,,0.3495,0.1335,0.9985,0.9796,0.1143,0.4,0.1724,0.6667,0.7083,0.1758,0.2849,0.3774,0.0193,0.1001,0.3561,0.1386,0.9985,0.9804,0.1153,0.4028,0.1724,0.6667,0.7083,0.1798,0.3113,0.3932,0.0195,0.106,0.3529,0.1335,0.9985,0.9799,0.115,0.4,0.1724,0.6667,0.7083,0.1789,0.2899,0.3842,0.0194,0.1022,reg oper account,block of flats,0.3811,Panel,No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100019,Y,Y,157500.0,Working,Family,0,Single / not married,Laborers,Secondary / secondary special,Business Entity Type 2,0,Cash loans,M,20160.0,Rented apartment,-925.0,299772.0,247500.0,0.020713,-8728,-1157,-3494.0,-1368,17.0,1,1,0,1,0,0,1.0,3,3,SATURDAY,6,0,0,0,1,1,0,0.11563433726230000,0.34663398139668,0.6785676886853640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100020,N,N,108000.0,Working,Unaccompanied,0,Married,Drivers,Secondary / secondary special,Government,0,Cash loans,M,26149.5,House / apartment,-3.0,509602.5,387000.0,0.018634,-12931,-1317,-6392.0,-3866,,1,1,0,1,0,0,2.0,2,2,THURSDAY,12,0,0,0,1,1,0,,0.2363778398884230,0.06210303783729680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
100021,N,Y,81000.0,Working,Unaccompanied,1,Married,Laborers,Secondary / secondary special,Construction,0,Revolving loans,F,13500.0,House / apartment,-2811.0,270000.0,270000.0,0.010966,-9776,-191,-4143.0,-2427,,1,1,0,1,0,0,3.0,2,2,MONDAY,10,0,0,0,1,1,0,,0.6835133461914260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100022,N,Y,112500.0,Working,Other_A,0,Widow,Laborers,Secondary / secondary special,Housing,0,Revolving loans,F,7875.0,House / apartment,-239.0,157500.0,157500.0,0.04622,-17718,-7804,-8751.0,-1259,,1,1,0,1,1,0,1.0,1,1,FRIDAY,13,0,0,0,0,0,0,,0.7064284028871650,0.5567274263630170,0.0278,0.0617,0.9881,0.8368,0.0018,0.0,0.1034,0.0833,0.125,0.0279,0.0227,0.029,0.0,0.0,0.0284,0.064,0.9881,0.8432,0.0018,0.0,0.1034,0.0833,0.125,0.0286,0.0248,0.0302,0.0,0.0,0.0281,0.0617,0.9881,0.8390000000000000,0.0018,0.0,0.1034,0.0833,0.125,0.0284,0.0231,0.0295,0.0,0.0,reg oper account,block of flats,0.0238,"Stone, brick",No,8.0,0.0,8.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100023,N,Y,90000.0,State servant,Unaccompanied,1,Single / not married,Core staff,Higher education,Kindergarten,0,Cash loans,F,17563.5,House / apartment,-1850.0,544491.0,454500.0,0.015221,-11348,-2038,-1021.0,-3964,,1,1,1,1,1,0,2.0,2,2,MONDAY,12,0,0,0,0,0,0,,0.5866171400119660,0.4776491548517550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100024,Y,Y,135000.0,Working,Unaccompanied,0,Married,Laborers,Secondary / secondary special,Self-employed,0,Revolving loans,M,21375.0,House / apartment,-296.0,427500.0,427500.0,0.015221,-18252,-4286,-298.0,-1800,7.0,1,1,0,1,0,0,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,0.5656548824667070,0.11337451271992700,,0.0722,0.0801,0.9781,0.7008,,0.0,0.1379,0.1667,0.0417,0.0534,0.0588,0.0619,0.0,0.0,0.0735,0.0831,0.9782,0.7125,,0.0,0.1379,0.1667,0.0417,0.0546,0.0643,0.0645,0.0,0.0,0.0729,0.0801,0.9781,0.7048,,0.0,0.1379,0.1667,0.0417,0.0543,0.0599,0.063,0.0,0.0,reg oper account,block of flats,0.053,"Stone, brick",No,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100025,Y,Y,202500.0,Commercial associate,Unaccompanied,1,Married,Sales staff,Secondary / secondary special,Trade: type 7,0,Cash loans,F,37561.5,House / apartment,0.0,1132573.5,927000.0,0.025164,-14815,-1652,-2299.0,-2299,14.0,1,1,0,1,0,0,3.0,2,2,MONDAY,9,0,0,0,0,0,0,0.43770901984754200,0.2337669575081460,0.5424451438613610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
100026,N,N,450000.0,Working,Unaccompanied,1,Married,Sales staff,Secondary / secondary special,Self-employed,0,Cash loans,F,32521.5,Rented apartment,-468.0,497520.0,450000.0,0.020713,-11146,-4306,-114.0,-2518,,1,1,0,1,0,0,3.0,3,2,THURSDAY,6,0,0,0,0,0,0,,0.457142971588935,0.35895122857839700,0.0907,0.0795,0.9786,0.7076,0.012,0.0,0.2069,0.1667,0.2083,0.0898,0.0723,0.0873,0.0077,0.0044,0.0924,0.0825,0.9786,0.7190000000000000,0.0121,0.0,0.2069,0.1667,0.2083,0.0918,0.079,0.091,0.0078,0.0047,0.0916,0.0795,0.9786,0.7115,0.012,0.0,0.2069,0.1667,0.2083,0.0913,0.0735,0.0889,0.0078,0.0045,reg oper account,block of flats,0.0696,Panel,No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
100027,N,Y,83250.0,Pensioner,Unaccompanied,0,Married,,Secondary / secondary special,XNA,0,Cash loans,F,23850.0,House / apartment,-795.0,239850.0,225000.0,0.006296,-24827,365243,-9012.0,-3684,,1,0,0,1,1,0,2.0,3,3,FRIDAY,12,0,0,0,0,0,0,,0.6243047373592770,0.6690566947824040,0.1443,0.0848,0.9876,0.83,0.1064,0.14,0.1207,0.375,0.4167,0.2371,0.1173,0.1484,0.0019,0.0007,0.1261,0.0754,0.9876,0.8367,0.0,0.1208,0.1034,0.375,0.4167,0.2425,0.1102,0.0923,0.0,0.0,0.1457,0.0848,0.9876,0.8323,0.1071,0.14,0.1207,0.375,0.4167,0.2412,0.1193,0.151,0.0019,0.0007,org spec account,block of flats,0.16400000000000000,Mixed,No,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
100029,Y,N,135000.0,Working,Unaccompanied,2,Married,Drivers,Secondary / secondary special,Business Entity Type 3,0,Cash loans,M,12703.5,House / apartment,-4.0,247500.0,247500.0,0.026392000000000000,-11286,-746,-108.0,-3729,7.0,1,1,0,1,0,0,4.0,2,2,THURSDAY,14,0,0,0,0,1,1,,0.7861793090532120,0.5656079814115490,0.1433,0.1455,0.9861,0.8096,0.0212,0.0,0.3103,0.1667,0.2083,0.0861,0.1168,0.1217,0.0,0.0043,0.146,0.1509,0.9861,0.8171,0.0214,0.0,0.3103,0.1667,0.2083,0.0881,0.1276,0.1268,0.0,0.0045,0.1447,0.1455,0.9861,0.8121,0.0214,0.0,0.3103,0.1667,0.2083,0.0876,0.1189,0.1239,0.0,0.0044,reg oper account,block of flats,0.0967,Panel,No,1.0,1.0,1.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100030,N,Y,90000.0,Working,Unaccompanied,0,Married,Cleaning staff,Secondary / secondary special,Business Entity Type 3,0,Cash loans,F,11074.5,House / apartment,0.0,225000.0,225000.0,0.028663,-19334,-3494,-2419.0,-2893,,1,1,0,1,1,0,2.0,2,2,SATURDAY,8,0,0,0,0,0,0,0.5619484093041140,0.6514056365297630,0.4614823912998390,0.0722,0.0147,0.9781,0.7008,0.001,0.0,0.1379,0.1667,0.0417,0.0498,0.0588,0.067,0.0,0.0,0.0735,0.0153,0.9782,0.7125,0.001,0.0,0.1379,0.1667,0.0417,0.0509,0.0643,0.0698,0.0,0.0,0.0729,0.0147,0.9781,0.7048,0.001,0.0,0.1379,0.1667,0.0417,0.0506,0.0599,0.0682,0.0,0.0,reg oper account,block of flats,0.0533,"Stone, brick",No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100031,N,Y,112500.0,Working,Unaccompanied,0,Widow,Cooking staff,Secondary / secondary special,Business Entity Type 3,1,Cash loans,F,27076.5,House / apartment,-161.0,979992.0,702000.0,0.018029,-18724,-2628,-6573.0,-1827,,1,1,0,1,0,0,1.0,3,2,MONDAY,9,0,0,0,0,0,0,,0.5484771599678790,0.190705947811054,0.0165,0.0089,0.9732,,,0.0,0.069,0.0417,,0.0265,,0.0094,,0.0,0.0168,0.0092,0.9732,,,0.0,0.069,0.0417,,0.0271,,0.0083,,0.0,0.0167,0.0089,0.9732,,,0.0,0.069,0.0417,,0.027000000000000000,,0.0096,,0.0,,block of flats,0.0085,Wooden,Yes,10.0,1.0,10.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
