,3.442160378810292354e+00,-6.938721505471582063e+00,-1.994378757464262364e+01
86,3.8144853034678414,-1.2523380234905839,-5.784278804948658
23,-5.188872372747949,-2.097522500863363,-16.127721371431033
48,4.021731726788848,8.262274051623809,-13.129057111892944
61,-8.167524845560873,14.154453957088196,-10.956496539211875
230,0.5458281617297029,-2.972296695371777,15.556983785567901
171,-0.27150549197424806,-11.083587560172033,10.363153257338311
76,5.8132170129470095,8.124922318838156,-8.061608247578585
118,1.1922204052230183,5.952885515972033,1.2683861591728958
15,-4.074167454591676,-3.820369435545928,-17.14963682625442
84,0.6502340990076978,9.775087251532366,-6.258734167859887
153,-2.300350880681468,2.2114384887573046,6.595329597700623
178,10.524562145421548,-12.854947233418962,11.351772989783292
147,-3.2620711887264897,1.7212077175790255,5.553687338459722
115,4.29357061734571,6.49942806577578,0.4005296524934252
119,3.2411895127834054,-4.522582908087756,1.6710006039763794
92,0.533802646922821,1.7832554693890863,-4.349530604619015
100,-2.687845363004876,1.3023390268695059,-2.4606224712287874
94,5.622377930613132,3.4246927748935074,-4.1358179707151965
93,1.567749876456641,2.3163067390965018,-4.305825811806814
169,-2.331392550999965,-1.6130613071812596,10.018631539326968
122,-1.915414912337816,5.395945369211795,2.1365961702332728
52,-1.0385674070232382,-7.257112329132368,-12.556571962674017
71,5.829919891654845,2.443825736057845,-9.142202284332187
140,4.089010873070876,0.7657940053365133,4.294843765563984
123,0.11457084763526355,5.382433068671374,2.2161355435506414
103,2.4990893701101946,5.094123442203802,-2.2446364681198694
70,4.83256611389817,1.8657149677920923,-9.185918107615745
234,10.793145434208963,4.735185912287686,16.254532732473262
161,4.949727974097613,-10.15735909212002,8.187617973050445
55,5.963163757314579,2.559474754684176,-12.134375070286769
138,1.0228760165965332,0.25264898700269356,4.187447249322085
18,0.10506560874271001,1.6156561503146316,-16.891663306049978
28,4.367689370260008,8.875578348312748,-15.702184103521391
16,-3.0693443365512887,-1.00600495107294,-17.046751520071684
155,2.934989452419278,-8.971312127399782,7.1472835336497145
82,-1.4315412941746368,8.648552134764689,-6.33518300719552
97,1.516253052051499,3.4191023298147534,-3.297919463391786
73,-1.2101540004781255,12.411283304082668,-8.70158055505295
5,-4.702178084443591,-2.5137158055101345,-18.63410167068138
148,-2.2372143974109235,2.2604030807335462,5.606510490707927
41,2.060572287617784,-8.764825580294245,-14.04900480027627
154,-0.19461406613810878,2.1179392457969284,6.683311060240253
27,3.3005636048467384,8.374787785110687,-15.736297867400026
50,-8.099493564653837,-8.875390431398145,-12.851547226436685
57,-8.164054314816365,-7.720749339567874,-11.832713507607815
166,-9.300320843153612,-4.5214278312347895,9.707243380025972
